Geneid	Chr	Start	End	Strand	Length	SRR5364307.sorted.sorted.bam	SRR5364314.sorted.sorted.bam	SRR5364310.sorted.sorted.bam	SRR5364311.sorted.sorted.bam	SRR5364309.sorted.sorted.bam	SRR5364312.sorted.sorted.bam	SRR5364308.sorted.sorted.bam	SRR5364304.sorted.sorted.bam	SRR5364313.sorted.sorted.bam	SRR5364305.sorted.sorted.bam	SRR5364303.sorted.sorted.bam	SRR5364306.sorted.sorted.bam
NM_001322818	chr8	35544391	35796550	+	252160	5	1	2	3	5	9	0	7	5	3	0	3
NM_024645	chr8	40530590	40897826	-	367237	20	50	28	36	34	25	12	40	76	19	46	17
NM_006904	chr8	47773107	47960183	-	187077	11207	6951	14240	12367	11965	8810	11257	12802	5630	12457	11620	11400
NM_018967	chr8	49911406	50796692	+	885287	7	4	7	12	9	12	11	8	12	7	6	3
NM_144651	chr8	51319576	51809445	-	489870	323	545	210	698	310	328	237	301	544	346	256	277
NM_014682	chr8	52110831	52409879	-	299049	2	12	0	3	0	2	1	8	26	4	3	1
NM_052898	chr8	55102027	55542054	+	440028	4	17	7	3	3	12	5	3	9	5	6	4
NM_014729	chr8	58805411	59119147	-	313737	13	46	11	19	12	20	10	19	42	8	6	17
NM_173519	chr8	61287969	61501629	+	213661	9	12	18	13	18	7	7	6	22	6	8	6
NM_001304533	chr8	62248853	62966467	+	717615	8	14	13	15	5	8	5	6	14	6	3	7
NM_004820	chr8	64590850	64798737	-	207888	2	2	3	0	0	1	1	2	5	1	0	1
NM_001204173	chr8	66667595	66862022	+	194428	1682	1911	2044	2115	1787	1536	1588	1738	1826	1814	1647	1709
NM_020361	chr8	67422037	67746360	-	324324	10	24	13	14	14	17	9	13	20	6	14	14
NM_001195639	chr8	68330372	68539208	+	208837	4	2	4	5	2	2	1	0	2	0	4	3
NM_001321703	chr8	70109781	70404217	-	294437	1632	2742	2009	2468	1969	1587	1575	1577	2271	1710	1467	1586
NM_172059	chr8	71197432	71547704	-	350273	4	6	4	7	3	3	2	3	8	6	3	3
NM_004770	chr8	72537224	72938349	+	401126	3	7	3	4	6	3	7	3	8	6	4	6
NM_001164384	chr8	73549601	73747708	-	198108	2902	3635	3629	4331	3476	2877	2775	2735	3366	3135	2430	2761
NM_024721	chr8	76681246	76867281	+	186036	376	614	284	509	414	285	231	406	623	429	448	283
NM_001033723	chr8	80628450	80874781	-	246332	5	7	1	2	4	2	6	5	14	1	0	3
NM_001100391	chr8	84184665	84921843	+	737179	4	7	9	5	8	0	6	3	6	7	3	4
NM_173538	chr8	86866414	87382859	+	516446	7	8	12	3	10	3	5	8	2	7	6	7
NM_005941	chr8	88032013	88327483	-	295471	2	2	3	4	1	1	2	1	5	2	2	1
NM_001282357	chr8	91209495	91398154	+	188660	109	332	102	154	107	67	97	105	407	108	92	103
NM_003747	chr8	9555911	9782346	+	226436	3734	6042	4389	5869	4500	3372	3566	3461	5702	3905	3080	3450
NM_016134	chr8	96645241	97143501	+	498261	2500	4763	2938	3879	3049	2167	2322	2340	4055	2748	2217	2271
NM_006281	chr8	98454632	98825688	-	371057	4261	4639	5023	5981	5008	3650	4198	4282	4067	4589	3768	4047
NM_001318382	chr9	100099184	100302175	+	202992	1990	3815	2428	3193	2399	1832	1850	2001	3562	2249	1784	1922
NM_001037293	chr9	109640787	109951476	+	310690	1	5	3	1	3	1	4	1	1	2	3	3
NM_147150	chr9	109780197	110172511	+	392315	18	18	15	9	15	7	11	19	8	14	14	21
NM_153366	chr9	110365248	110579741	-	214494	109	163	135	174	175	107	107	116	134	126	112	104
NM_001318042	chr9	113876308	114056593	+	180286	2297	3167	2913	3079	2599	1984	1776	2132	2836	2314	2074	1914
NM_002581	chr9	116153790	116402321	+	248532	87	242	56	110	92	57	55	103	245	94	108	61
NM_198186	chr9	116425224	116687215	-	261992	419	345	476	465	442	288	381	459	369	480	471	441
NM_014618	chr9	119166628	119369435	-	202808	1	0	1	1	1	1	0	2	0	1	0	0
NM_018249	chr9	120388874	120580167	-	191294	4615	3776	5781	5533	4840	3751	4324	4758	2911	5031	4579	4366
NM_032552	chr9	121567101	121785530	+	218430	11	27	10	14	7	9	4	9	28	7	12	7
NM_001139442	chr9	121821924	122093606	-	271683	1022	1016	1156	1072	1007	769	883	1109	791	1149	1097	986
NM_020946	chr9	123379653	123930138	-	550486	6425	7285	7909	7958	7095	5309	6012	7166	6624	7379	6592	6387
NM_033334	chr9	124517274	124771311	-	254038	5373	4507	6283	6131	5845	4211	5400	5814	3690	5840	5118	5504
NM_173690	chr9	124942608	125143528	-	200921	3051	3359	3680	4952	3875	2946	2525	2606	2974	3069	2587	2647
NM_001006618	chr9	125521468	125707208	-	185741	3002	3590	3811	4230	3475	2938	2730	2972	3452	3162	2785	2901
NM_006195	chr9	125747372	125967376	+	220005	166	390	264	278	202	194	204	185	404	185	143	167
NM_001190728	chr9	126962224	127217445	+	255222	518	493	597	566	526	382	403	598	463	563	543	568
NM_003371	chr9	133761893	133992324	-	230432	336	252	595	320	373	410	429	538	173	413	475	473
NM_001278074	chr9	134641804	134844842	+	203039	4	50	1	3	4	3	2	6	66	3	4	5
NM_001243812	chr9	137877781	138124617	+	246837	40	114	39	44	36	43	36	22	128	28	37	25
NM_001190737	chr9	14081847	14314141	-	232295	580	730	578	734	660	386	548	528	651	577	556	549
NM_173550	chr9	15553042	15974037	+	420996	202	226	198	253	214	154	151	210	199	234	185	172
NM_017637	chr9	16409502	16870670	-	461169	7	5	3	6	5	9	5	9	5	8	14	5
NM_003026	chr9	17579065	17797124	+	218060	1	1	0	1	1	0	0	3	1	2	4	1
NM_052866	chr9	18474152	18684954	+	210803	4	3	7	5	2	2	1	2	2	2	3	1
NM_020344	chr9	19507451	19787019	-	279569	132	83	204	190	132	138	143	211	68	157	156	137
NM_001286691	chr9	20341668	20621938	-	280271	7	10	3	4	7	2	7	8	10	7	6	4
NM_017794	chr9	20658308	20995955	+	337648	893	1294	816	1038	923	730	690	770	1167	941	792	704
NM_203447	chr9	214864	465259	+	250396	6089	6108	5713	7756	6673	4624	4654	5653	5660	6279	5780	4818
NM_024761	chr9	27325208	27529814	-	204607	2681	1865	3050	3345	2890	2098	2447	2986	1767	2781	2584	2612
NM_152570	chr9	27937620	28719305	-	781686	1	4	6	1	4	3	4	4	8	1	3	2
NM_134428	chr9	3218296	3526001	-	307706	2440	3918	2334	4175	3129	1911	1955	1901	4281	2445	1834	1912
NM_006377	chr9	35162008	35405338	+	243331	996	1008	1197	1273	1113	870	873	1027	927	1055	931	967
NM_016734	chr9	36833270	37034268	-	200999	7	16	8	11	5	6	4	24	13	10	13	8
NM_032226	chr9	37120471	37358148	+	237678	9325	9793	9636	11556	10235	6709	9379	10800	8767	10708	9420	9702
NM_001042413	chr9	3824126	4300068	-	475943	99	105	122	126	117	77	104	100	129	122	82	96
NM_033655	chr9	39072766	39288303	-	215538	0	2	2	3	1	5	1	1	6	2	3	2
NM_001201380	chr9	41891889	42129504	-	237616	7	17	17	8	8	10	5	11	17	9	7	7
NM_001256876	chr9	470290	746106	+	275817	234	623	288	478	289	302	210	239	663	226	234	186
NM_003558	chr9	68705239	69009176	+	303938	3789	5875	4027	5118	4125	3340	2994	3428	5353	3897	3305	3192
NM_138691	chr9	72521800	72836351	+	314552	45	78	49	81	60	49	34	42	73	66	56	36
NM_006914	chr9	74497334	74693173	+	195840	1	1	2	0	0	0	1	1	5	2	4	2
NM_001190482	chr9	75890643	76362339	+	471697	4	23	7	16	4	9	4	14	36	7	8	3
NM_001308048	chr9	76611375	76906087	-	294713	14	31	18	25	12	22	10	23	36	23	17	16
NM_033305	chr9	77177533	77421537	+	244005	2709	3280	3026	3773	3031	2069	2601	2546	3083	2716	2316	2405
NM_004297	chr9	77423078	77648322	-	225245	3	22	13	15	8	8	7	6	29	7	3	11
NM_002072	chr9	77716107	78031811	-	315705	6620	6699	8077	8626	7591	5528	6541	7067	5644	7036	6084	6396
NM_130393	chr9	8314245	8733946	-	419702	0	6	3	2	1	1	1	1	5	2	1	3
NM_174938	chr9	83244623	83538401	-	293779	381	626	528	483	451	314	476	498	532	467	414	439
NM_015239	chr9	85546538	85742029	-	195492	811	900	942	1031	902	687	707	825	750	754	731	763
NM_001288731	chr9	87497227	87708634	+	211408	2695	8528	3550	4172	3046	2771	2490	2828	8082	3003	2682	2673
NM_004560	chr9	91722600	91950228	-	227629	5730	5385	7006	6449	5927	4542	5224	6425	4703	6341	5831	5708
NM_032823	chr9	94726668	95087218	+	360551	3590	5044	4793	5396	4252	3610	3308	3447	4522	3707	3354	3338
NM_000136	chr9	95099053	95317709	-	218657	2610	3113	3136	3611	2957	2252	2460	2778	2669	2908	2626	2467
NM_005458	chr9	98288108	98708935	-	420828	224	558	209	285	215	205	137	272	618	215	295	164
NM_033290	chrX	10445309	10833683	-	388375	249	477	325	390	282	232	283	346	463	340	274	319
NM_017416	chrX	104566198	105767829	+	1201632	11	16	11	12	15	15	7	16	18	13	10	9
NM_001847	chrX	108155613	108439458	-	283846	6	12	6	7	8	6	5	9	23	4	6	3
NM_033380	chrX	108439837	108697545	+	257709	184	563	209	391	251	176	181	209	503	245	182	183
NM_001324330	chrX	110944396	111227361	+	282966	0	2	1	3	2	0	1	1	2	2	3	0
NM_012471	chrX	111774313	112082776	-	308464	2	9	2	2	5	4	6	2	6	0	2	0
NM_001004308	chrX	112083024	112457245	+	374222	3	11	2	4	3	9	1	2	15	3	4	6
NM_001256761	chrX	114584077	114910061	+	325985	22	50	32	44	37	14	23	32	39	35	27	25
NM_001168301	chrX	117897812	118117340	-	219529	366	748	402	532	475	284	447	434	844	461	382	435
NM_144658	chrX	118495908	118686160	+	190253	4662	4097	4896	5585	5035	3409	4544	5466	3485	5168	4465	4944
NM_014728	chrX	12138465	12724523	+	586059	7	16	1	4	4	7	6	5	10	8	1	5
NM_007325	chrX	123184277	123490915	+	306639	18	295	20	40	27	28	14	13	382	16	9	12
NM_014253	chrX	124375905	124963817	-	587913	2886	8256	2830	4063	3317	2082	2849	3022	8505	3186	2798	2777
NM_182314	chrX	130623380	130903317	-	279938	1992	3255	2181	2896	2338	1811	1915	2160	3067	2084	1865	1856
NM_147175	chrX	132626014	132961370	-	335357	14	14	13	17	16	14	15	12	24	15	6	19
NM_001164619	chrX	133535745	133985594	-	449850	3	6	2	2	8	1	5	6	8	5	6	6
NM_001316887	chrX	134565842	134764322	-	198481	75	533	106	215	102	94	79	84	807	91	115	80
NM_001139502	chrX	138614726	138867555	-	252830	3676	3050	3270	4881	4019	2331	3143	3766	2568	3926	3418	3266
NM_002063	chrX	14529535	14731811	+	202277	0	2	2	1	1	0	1	5	0	1	4	2
NM_002025	chrX	148500616	149000663	+	500048	37	79	32	53	46	26	37	36	72	39	34	38
NM_000808	chrX	152166233	152451315	-	285083	513	518	479	642	544	388	514	543	531	531	493	515
NM_000132	chrX	154835788	155022723	-	186936	215	457	216	355	258	206	215	266	450	212	192	196
NM_004726	chrX	16946657	17153272	+	206616	13	20	12	14	11	13	7	4	25	5	9	8
NM_001323289	chrX	18425607	18640196	+	214590	70	118	79	106	75	85	56	36	128	44	25	54
NM_031892	chrX	19533976	19887600	-	353625	165	594	170	273	195	143	101	110	641	155	173	123
NM_014927	chrX	21374417	21654689	+	280273	2	3	2	4	2	5	2	1	2	2	2	1
NM_001282754	chrX	22032324	22251310	+	218987	47	38	47	62	59	49	65	53	21	55	48	52
NM_016937	chrX	24693917	24996985	+	303069	6088	4825	7125	7618	6852	4550	6034	6880	3748	7006	6144	6166
NM_014271	chrX	28587445	29956713	+	1369269	47	54	51	46	43	47	45	44	74	41	32	43
NM_000109	chrX	31119225	33339388	-	2220164	4728	6703	4698	6870	5604	3748	4410	4948	6488	5232	4530	4415
NM_003688	chrX	41514935	41923034	-	408100	781	1545	963	1157	986	748	804	898	1397	884	738	817
NM_025184	chrX	44147871	44343672	-	195802	288	429	410	409	344	258	327	381	430	302	303	309
NM_021140	chrX	44873174	45112612	+	239439	6169	13695	8123	11459	8143	6074	5420	5428	13678	6119	4906	5060
NM_020717	chrX	50591644	50814044	-	222401	2	39	1	5	4	2	1	0	35	3	4	1
NM_174912	chrX	57286676	57489196	+	202521	127	181	115	177	137	86	101	105	163	125	104	102
NM_001282146	chrX	5890025	6227203	-	337179	13	2	5	7	6	4	2	5	1	5	10	12
NM_001011645	chrX	67544622	67730619	+	185998	3	2	3	4	2	3	2	0	2	3	1	1
NM_002547	chrX	68042343	68433495	-	391153	786	1093	985	1101	891	640	743	847	972	849	784	756
NM_001005613	chrX	69616112	69861117	+	245006	248	492	208	378	209	177	151	187	517	154	185	127
NM_031276	chrX	70528939	70908711	-	379773	73	63	63	76	72	51	61	75	56	77	78	69
NM_001320750	chrX	7147289	7354810	+	207522	286	360	399	469	311	284	275	304	380	318	273	313
NM_001013627	chrX	71911087	72143574	+	232488	6	16	5	9	10	8	1	10	31	8	11	5
NM_001008537	chrX	74732855	74925452	-	192598	6	17	8	15	8	2	6	2	16	4	7	6
NM_138270	chrX	77504877	77786216	-	281340	2154	1948	2378	2478	2222	1454	2095	2486	1597	2350	2009	2092
NM_144657	chrX	84317877	84502453	-	184577	1	3	1	0	1	1	2	1	0	2	2	1
NM_000216	chrX	8528873	8732137	-	203265	0	4	3	2	3	3	2	2	1	0	2	1
NM_053281	chrX	86148450	86832602	+	684153	3	7	9	4	5	6	2	3	4	6	4	9
NM_032969	chrX	91835460	92623229	+	787770	3	4	7	7	0	5	3	8	13	4	6	5
NM_001139468	chrX	9463294	9719740	+	256447	5853	12022	6520	7820	6572	4981	4627	5947	11766	6328	5820	5282
NM_006729	chrX	96684841	97604996	+	920156	63	71	72	106	97	66	58	65	65	67	67	61
NM_007125	chrY	13248378	13480670	-	232293	4	1	2	3	5	2	2	4	1	3	1	1
NM_014893	chrY	14523745	14843968	+	320224	1	4	0	3	7	2	4	3	3	1	1	5
NM_032973	chrY	5056089	5742228	+	686140	2	4	6	5	3	7	2	3	2	3	2	2
NM_033284	chrY	6910696	7091683	+	180988	3	6	3	2	4	3	2	3	6	6	7	2
